report_no,name,energy,protein,fat,carbohydrate,sugars,sodium,cholesterol,saturated_fat,trans_fat,dietary_fiber
20210222240802,L-소스(건새우아욱된장국),168.0,10.91,4.36,21.82,4.55,5764.0,0.0,0.73,0.0,0.0
20210222240803,L-소스(나물된장),307.0,8.57,24.29,14.29,0.0,2800.0,0.0,3.29,0.0,0.0
20210222240804,L-소스(묵은지된장국),129.0,10.0,3.07,15.72,0.0,4757.0,0.0,0.0,0.0,0.0
20210222240805,L-소스(미소된장국),182.0,10.59,5.29,22.35,7.06,6200.0,0.0,0.82,0.0,0.0
20210222240806,L-소스(오징어도라지초무침),182.0,4.33,2.33,41.0,21.0,1163.0,0.0,0.4,0.0,0.0
20210222240807,L-소스(죽순우렁회무침),204.0,3.16,1.26,48.84,31.37,682.0,0.0,0.25,0.0,0.0
20210222240808,L-소스(톳무침),169.0,4.62,3.77,32.31,16.15,692.0,0.0,0.62,0.0,0.0
20210222240809,L-소스(해초무침),229.0,5.71,4.0,50.0,20.0,1843.0,0.0,0.71,0.0,0.0
20210222240810,L-소스(홍어무침),188.0,4.12,1.71,44.12,22.94,806.0,0.0,0.41,0.0,0.0
20210222240811,L-소스(배추시래기된장국),142.0,10.53,3.16,18.42,0.0,5016.0,0.0,0.0,0.0,0.0
20210222240812,L-소스(새우살된장국),160.0,11.0,4.4,19.0,5.0,5680.0,0.0,0.5,0.0,0.0
20210222240813,L-소스(달래양념장),104.0,3.28,5.69,10.52,5.0,1295.0,0.0,0.86,0.0,0.0
20210222240814,L-소스(황태구이),293.0,2.67,12.0,46.66,20.89,884.0,0.0,1.78,0.11,0.0
20210222240815,L-소스(고갈비양념구이),268.0,4.75,13.0,34.25,21.25,1768.0,0.0,2.0,0.05,0.0
20210222240816,L-소스(닭볶음탕),249.0,5.56,7.11,45.77,26.22,1940.0,0.0,1.11,0.0,0.0
20210222240817,L-소스(시금치된장국),152.0,10.37,3.26,20.0,0.0,4215.0,0.0,0.0,0.0,0.0
20210222240818,L-소스(시래기된장국),189.0,9.73,8.65,18.92,0.0,3913.0,0.0,0.81,0.0,0.0
20210222240819,L-소스(시래기된장지짐),135.0,6.09,1.3,25.22,0.87,1296.0,0.0,0.0,0.0,0.0
20210222240820,L-소스(아삭이고추된장무침),226.0,9.39,10.91,23.33,10.3,4166.0,0.0,1.15,0.0,0.0
20210222240821,L-소스(얼갈이배추된장국),147.0,10.56,3.33,20.0,0.0,4095.0,0.0,0.0,0.0,0.0
20210222240822,L-소스(차돌박이된장찌개),158.0,9.5,3.0,25.5,6.0,3905.0,0.0,0.0,0.0,0.0
20210222240823,L-소스(해물된장찌개),188.0,12.12,5.46,24.24,6.06,3528.0,0.0,0.91,0.0,0.0
20210222240824,L-소스(두부조림),274.0,6.19,17.62,24.76,9.52,2057.0,0.0,2.38,0.24,0.0
20210222240825,L-소스(모듬버섯볶음),48.0,5.0,0.0,5.0,0.0,6800.0,0.0,0.0,0.0,0.0
20210222240827,L-소스(해파리냉채),160.0,1.0,1.07,38.66,34.33,190.0,0.0,0.0,0.0,0.0
20210222240828,L-소스(오이맛살무침),155.0,0.5,0.75,37.5,35.0,855.0,0.0,0.0,0.0,0.0
2021026340212,CCA주스,40.0,0.5,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
20210280073337,2in1 더블버거&햄치즈버거,231.0,6.59,11.54,25.27,9.34,533.0,19.23,3.85,0.0,0.0
20210280073338,2in1 더블버거&콘참치샌드,226.0,6.7,10.61,25.7,10.06,447.0,19.55,2.79,0.0,0.0
20210280073339,2in1 햄치즈버거&에그샌드,228.0,5.7,10.76,27.22,8.86,456.0,47.47,3.8,0.0,0.0
2021035057276,24하루견과 화이트,630.0,15.0,50.0,30.0,10.0,0.0,0.0,10.0,0.0,0.0
2021035559755,B.E.L.T 호밀 샌드위치,169.0,8.24,6.47,19.41,4.71,491.0,19.41,2.35,0.0,0.0
2021036325524,1am 토핑잇 알뜰샐러드 꽃맛살,116.0,3.68,6.84,10.0,8.95,358.0,5.26,0.11,0.0,0.0
2021036325525,1am 토핑잇 알뜰샐러드 넛트,182.0,3.89,10.56,17.78,12.78,272.0,0.0,0.61,0.0,0.0
2021036325526,1am 토핑잇 알뜰샐러드 더블치즈,128.0,6.84,6.32,11.05,9.47,395.0,10.53,3.16,0.0,0.0
2021036325527,1am 토핑잇 알뜰샐러드 불고기,150.0,8.82,6.47,14.12,10.0,206.0,8.82,0.41,0.0,0.0
2021036325528,1am 토핑잇 알뜰샐러드 오믈렛칙피스,97.0,3.33,4.44,11.11,5.56,78.0,44.44,0.89,0.0,0.0
2021036325529,1am 토핑잇 알뜰샐러드 스윗포테이토,103.0,2.05,3.08,16.92,8.21,154.0,0.0,0.41,0.0,0.0
2021036325530,1am 토핑잇 알뜰샐러드 콘에그,82.0,4.62,2.56,9.74,8.72,113.0,46.15,0.62,0.0,0.0
20210371087365,LA우피파이,387.0,6.75,15.0,56.32,39.79,268.0,56.1,4.44,0.08,0.0
2021037289422,ABC그래놀라,453.0,13.33,13.67,70.0,8.0,100.0,0.0,6.33,0.0,0.0
2021037289423,ABC놀라,453.0,13.33,13.67,70.0,8.0,100.0,0.0,6.33,0.0,0.0
2021037450719,HEYROO촉촉먹태구이득템,344.0,47.78,2.78,32.22,17.78,867.0,272.22,1.11,0.0,0.0
2021037996813,136농어회(필렛),96.0,18.2,1.9,0.2,0.0,87.0,53.0,0.66,0.0,0.0
2021037996814,136숭어회(필렛),117.0,19.35,4.15,2.1,1.8,65.0,49.0,1.04,2.75,0.0
2021037996815,136고등어회(필렛),160.0,16.0,9.36,3.0,0.0,88.0,64.0,2.44,4.0,0.0
2021037996816,136시메사바(필렛),167.0,19.32,9.36,0.0,0.0,78.0,64.0,2.44,4.0,0.0
2021037996817,136삼치회(필렛),177.0,20.25,10.02,0.0,0.0,63.0,62.0,2.32,7.0,0.0
2021037996818,136 민물새우수제비,118.0,6.46,2.9,18.08,2.96,985.0,41.5,0.52,0.01,0.0
2021038580235,1998 농가식품 생들기름,830.0,0.0,92.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
202103874516,CBM산양유단백분말100,357.0,62.83,1.15,23.74,23.65,200.0,53.49,0.85,0.0,0.0
20210389476351,BNK쫀득밤파이,297.0,2.63,7.1,55.65,11.66,249.0,13.08,3.52,0.01,0.0
20210389682328,6년근 홍삼정 골드 데일리타임,115.0,0.0,0.0,28.0,5.0,6.0,0.0,0.0,0.0,0.0
20210389682365,Cell D (셀디),3.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
20210391123117,HB납작우동면,260.0,5.3,0.7,58.1,0.0,347.0,0.0,0.2,0.0,0.0
20210391123133,CUSTOM EAT 파스타,262.0,6.4,1.0,57.0,0.9,321.0,0.0,0.1,0.0,0.0
20210391302153,33떡볶이 오리지널,127.0,3.2,0.6,27.1,4.8,532.0,0.0,0.1,0.0,0.0
20210391302154,33떡볶이 핫 앤 스파이시,146.0,3.5,0.7,31.4,4.0,464.0,4.2,0.1,0.0,0.0
20210398767131,(완제품)녹차르뱅쿠키,455.0,10.0,23.0,53.0,29.0,344.0,58.0,8.0,0.0,0.0
20210398767134,(완제품)딸기크럼블,455.0,10.0,23.0,53.0,29.0,344.0,58.0,8.0,0.0,0.0
20210398767135,(완제품)레드벨벳르뱅쿠키,433.0,10.0,23.0,53.0,29.0,344.0,58.0,8.0,0.0,0.0
20210398767142,(완제품)브라우니,455.0,10.0,23.0,53.0,29.0,344.0,58.0,8.0,0.0,0.0
20210398767143,(완제품)블루베리크럼블,455.0,10.0,23.0,53.0,29.0,344.0,58.0,8.0,0.0,0.0
20210398767148,(완제품)코코아르뱅쿠키,455.0,10.0,23.0,53.0,29.0,344.0,58.0,8.0,0.0,0.0
20210398767150,(완제품)플레인르뱅쿠키,455.0,10.0,23.0,53.0,29.0,344.0,58.0,8.0,0.0,0.0
20210398767154,(완제품)황치즈르뱅쿠키,455.0,10.0,23.0,53.0,29.0,344.0,58.0,8.0,0.0,0.0
20210398767175,(완제품) 납작쫀득쿠키 플레인,600.0,7.5,35.0,62.5,22.5,650.0,2.5,12.5,0.0,0.0
20210398767177,(완제품) 납작쫀득쿠키 코코아,610.0,7.5,35.0,65.0,17.5,375.0,80.0,12.5,0.0,0.0
20210398767179,(완제품) 납작쫀득쿠키 솔티카라멜,503.0,7.5,20.0,92.5,32.5,533.0,97.5,10.0,0.0,0.0
20210398767192,(완제품) 밤 티라미수 쿠키,377.0,5.0,19.0,47.0,16.0,191.0,75.0,10.0,0.0,0.0
20210398767221,(완제품)플레인스콘,455.0,10.0,23.0,53.0,29.0,344.0,58.0,8.0,0.0,0.0
20210398767222,(완제품)무화과스콘,455.0,10.0,23.0,53.0,29.0,344.0,58.0,8.0,0.0,0.0
20210398767223,(완제품) 초코 스콘,367.0,6.0,16.0,50.0,4.0,259.0,32.0,10.0,0.0,0.0
20210398767224,(완제품)녹차스콘,369.0,5.0,14.3,55.0,8.2,382.0,62.0,8.0,0.0,0.0
20210398767234,(완제품)크랜베리스콘,373.0,6.0,15.0,53.0,9.0,348.0,60.0,8.0,0.0,0.0
2021040106525,7곡 미숫가루,399.0,16.6,4.0,74.0,2.9,1.0,0.0,0.9,0.0,0.0
20210404521133,FANCY BLEND(팬시 블렌드),280.0,16.0,4.0,48.0,0.0,8.0,0.0,0.0,0.0,0.0
20210404521134,GOOD BLEND(굿 블렌드),280.0,16.0,4.0,48.0,0.0,8.0,0.0,0.0,0.0,0.0
20210404521141,Kings Tear 담향고목,280.0,16.0,4.0,48.0,0.0,8.0,0.0,0.0,0.0,0.0
20210404521142,Kings Tear 청명다향,280.0,16.0,4.0,48.0,0.0,8.0,0.0,0.0,0.0,0.0
20210404521143,Kings Tear 화향다례,280.0,16.0,4.0,48.0,0.0,8.0,0.0,0.0,0.0,0.0
2021040452147,Mr.K (미스터케이),280.0,16.0,4.0,52.0,0.0,8.0,0.0,0.0,0.0,0.0
2021041204883,7-SELECT 사골떡국,229.0,6.08,1.22,47.52,1.11,732.0,2.76,0.39,0.0,0.0
2021041313126,BBQ오징어스틱,322.0,26.0,7.0,40.0,18.0,960.0,200.0,1.0,0.0,0.0
2021044228212,HOT6 더킹파워,51.0,0.01,0.0,11.83,11.82,32.0,0.0,0.0,0.0,0.0
2021044228213,HOT6 더킹포스,5.0,0.0,0.17,1.13,0.28,51.0,0.0,0.0,0.0,0.0
2021044228214,HOT6 더킹러쉬,4.0,0.1,0.0,1.41,0.0,25.0,0.0,0.0,0.0,0.0
2021044228215,HOT6 더킹제로,3.0,0.07,0.0,2.49,0.0,35.0,0.0,0.0,0.0,0.0
2021044228216,HOT6 더킹크러쉬피치,48.0,0.41,0.0,11.44,10.86,32.0,0.0,0.0,0.0,0.0
2021044228217,HOT6 더킹퍼플그레이프,51.0,0.36,0.0,12.29,11.52,38.0,0.0,0.0,0.0,0.0
2021044228223,HOT6더프로오리지널파인애플향,16.0,3.77,0.02,0.23,0.05,3.0,0.8,0.0,0.01,0.0
2021044228224,HOT6더프로멀티비타민애플망고향,15.0,3.21,0.02,0.38,0.04,3.0,0.67,0.0,0.01,0.0
2021044228227,HOT6 THE KING 제로,3.0,0.1,0.0,2.52,0.0,37.0,0.0,0.0,0.0,0.0
2021044228228,HOT6 THE KING 파워,52.0,0.31,0.0,12.33,11.76,33.0,0.0,0.0,0.0,0.0
2021045104817,Anti-C현미로 만든 취나물영양잡곡밥,164.0,4.4,3.6,28.4,0.8,160.0,2.0,1.04,0.0,0.0
2021045109652,Anti-C 양배추로 만든 양배추액,13.0,0.71,0.02,2.41,1.9,3.0,0.0,0.0,0.0,0.0
2021045109653,Anti-C 감귤로 만든 감귤즙,31.0,0.42,0.5,7.15,5.93,3.0,0.0,0.0,0.0,0.0
2021045109654,Anti-C배즙,45.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0
2021047024456,Kevin's Choice 유기농참기름,899.0,0.0,99.83,0.0,0.0,0.0,0.0,13.94,0.0,0.0
20210475029255,KOREAN AIR 오리지널 핫도그,269.0,7.5,11.25,33.75,10.0,613.0,12.5,3.38,0.0,0.0
20210475029263,CJ핫도그,269.0,6.25,11.25,35.0,11.25,713.0,31.25,2.38,0.0,0.0
2021047502986,K-POP DEMON HUNTERS 클래식핫도그,302.0,8.46,16.15,30.77,6.92,646.0,23.08,4.62,0.0,0.0
2021048514533,MZ쿠키(콩남이국밥),574.0,26.09,34.78,39.13,13.04,239.0,143.48,13.04,0.0,0.0
2021048514534,MZ쿠키(이성계),574.0,17.39,34.78,47.83,13.04,135.0,152.17,13.04,0.0,0.0
2021048514535,MZ쿠키(전동성당),530.0,17.39,26.09,56.52,30.43,135.0,91.3,13.04,0.0,0.0
2021048532362,BCAA몬스터 ZERO,341.0,43.3,2.2,53.5,0.4,28.0,0.0,0.2,0.0,0.0
2021048532368,BCAA몬스터 ZERO 소다,393.0,41.3,1.4,53.9,0.0,41.0,0.0,0.3,0.0,0.0
2021048532373,BCAA몬스터 ZERO 포도,402.0,40.2,1.1,57.8,0.4,55.0,0.0,0.1,0.0,0.0
2021048532374,BCAA몬스터 ZERO 사과,402.0,41.3,1.1,56.8,0.4,59.0,0.0,0.2,0.0,0.0
2021048532375,BCAA 몬스터 ZERO 복숭아,302.0,40.6,0.6,57.6,0.4,42.0,0.0,0.1,0.0,0.0
202104970744,ABA사이다비니거/kD헬스/트레이너,2.0,0.1,0.1,0.1,0.1,1.0,0.0,0.0,0.0,0.0
20210504123322,BIG불고기주먹밥,190.0,4.67,2.87,36.0,3.33,487.0,3.33,0.8,0.0,0.0
20210504123328,Chefood 구운 전주비빔 주먹밥,170.0,4.0,2.0,36.0,6.0,380.0,15.0,0.5,0.0,1.0
20210504123329,Chefood 구운 씨앗멸치 주먹밥,170.0,4.0,2.0,33.0,5.0,13.0,15.0,1.0,0.0,2.0
20210504123330,Chefood 구운 뿌리채소 주먹밥,150.0,3.0,2.0,31.0,3.0,300.0,0.0,0.5,0.0,1.0
2021051650226,GAMACRUNCHY NURUNGJI SEAFOOD CHIP,383.0,10.0,3.33,83.33,0.0,817.0,0.0,0.67,0.0,0.0
2021055909236,1921 살루트 유기농 애플사이다비니거,5.0,0.12,0.0,1.01,0.0,1.0,0.0,0.0,0.0,0.0
2021055909246,100% 유기농 애사비,5.0,0.06,0.0,1.15,0.1,8.0,0.0,0.0,0.0,0.0
20210606928134,100% 토마토즙,17.0,0.83,0.0,3.33,1.67,0.0,0.0,0.0,0.0,0.0
2021060692861,6년근 고려 홍삼스틱,80.0,0.0,0.0,20.0,5.0,100.0,0.0,0.0,0.0,0.0
2021060692864,6년근 고려 홍삼정골드,300.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0
2021060692890,6년근흑홍삼스틱,167.0,0.83,0.0,41.67,10.83,18.0,0.0,0.0,0.0,0.0
2021060692893,ABC주스 콜라겐스틱,179.0,0.43,0.13,44.07,16.35,23.0,0.0,0.0,0.0,0.0
20210617177219,ABC주스 콜라겐스틱,179.0,0.45,0.15,44.05,16.35,23.0,0.0,0.0,0.0,0.0
20210617177223,D커큐민,80.0,0.46,0.05,19.34,17.33,2.0,0.0,0.0,0.0,0.0
20210617177244,1921살루트 유기농애플사이다비니거,5.0,0.07,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
20210617177263,MCT오일젤리,227.0,1.73,22.73,3.93,2.93,16.0,0.0,2.93,0.0,0.0
20210617177298,DAY&마시는알부민스틱,53.0,0.0,0.0,13.33,6.67,0.0,0.0,0.0,0.0,0.0
20210617177301,3년근약도라지청,302.0,2.33,0.4,72.15,10.21,16.0,0.0,0.0,0.0,0.0
20210617177304,DAY&프리미엄 마시는알부민스틱,53.0,0.0,0.0,13.33,6.67,0.0,0.0,0.0,0.0,0.0
20210617177310,6년근 황제 홍삼정,323.0,1.04,0.11,79.5,22.86,2.0,0.0,0.0,0.0,0.0
20210617177316,6년근 홍삼정 골드,323.0,1.04,0.11,79.5,22.86,2.0,0.0,0.0,0.0,0.0
20220249153134,BELT 샌드위치,165.0,7.86,4.86,22.38,4.18,341.0,8.38,2.36,0.0,0.0
202202613121692,K-2 히말라야 모닝해소제,373.0,1.08,0.31,91.49,46.97,14.0,0.0,0.0,0.0,0.0
2022026416526,AT 시그니처 콜드브루 블랜딩,13.0,0.6,0.3,2.0,0.1,1.0,0.0,0.0,0.0,0.0
202202644975,CCA주스,42.0,1.0,0.0,10.0,8.0,17.0,0.0,0.0,0.0,0.0
20220272291110,FELIZ 콜드브루(COLD BREW),13.0,0.77,0.34,1.67,0.0,0.0,0.0,0.06,0.0,0.0
2022027229153,101스트릿 디카페인 콜드브루커피,11.0,0.37,0.34,1.55,0.0,0.0,0.0,0.09,0.0,0.0
2022027229154,101스트릿 스페셜 콜드브루커피,18.0,0.09,0.53,3.65,0.0,0.0,0.0,0.06,0.0,0.0
2022027229160,Mollis COLD BREW,13.0,0.83,0.14,2.04,0.0,1.0,0.0,0.11,0.0,0.0
2022029260226,1인분 간편부대찌개,71.0,5.0,4.2,4.0,1.0,478.0,9.0,1.3,0.0,0.0
20220318920104,230도 그릴 닭가슴살샐러드,125.0,8.0,6.0,10.0,8.0,166.0,26.0,1.0,0.0,0.0
20220321100756,LA돈갈비 김치찜,140.0,14.0,6.0,7.0,4.0,1050.0,50.0,2.0,0.0,0.0
20220396175895,1단계 오메가3 한우듬뿍죽,101.0,4.0,1.8,17.33,1.33,9.0,6.67,0.53,0.0,0.0
20220396175896,2단계 오메가3 한우듬뿍죽,95.0,3.5,1.6,16.5,1.0,9.0,4.0,0.35,0.0,0.0
20220396175917,1단계 한우클레죽,120.0,5.33,2.33,19.33,0.67,26.0,9.33,0.67,0.0,0.0
20220396175918,2단계 한우클레죽,94.0,4.0,1.8,15.5,0.5,20.0,7.0,0.5,0.0,0.0
2022042325115,HS 레몬C정,40.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
2022042325119,HS 레몬과즙정,10.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
202204232518,HS 포도당 캔디,393.0,0.07,0.47,97.04,69.22,13.0,0.0,0.34,0.0,0.0
20220443306163,MANOK 플레인 휘낭시에,433.0,5.56,22.22,52.78,33.33,247.0,119.45,8.33,1.94,0.0
20220443306164,MANOK 베리 휘낭시에,450.0,5.56,22.22,52.78,38.89,250.0,11.11,8.33,2.22,0.0
20220443306165,MANOK 미나리 휘낭시에,439.0,5.56,25.0,52.78,30.56,206.0,122.22,11.11,1.39,0.0
20220443306166,MANOK 밤 휘낭시에,600.0,6.67,36.67,66.67,30.0,280.0,166.67,13.33,1.67,0.0
20220443306167,MANOK 흑임자 휘낭시에,580.0,6.67,36.67,66.67,40.0,280.0,166.67,13.33,1.67,0.0
20220443306168,MANOK 피스타치오 휘낭시에,540.0,6.67,33.33,60.0,26.67,250.0,150.0,12.0,1.33,0.0
20220460436103,GS고사리볶음,88.0,5.0,2.1,12.0,0.58,472.0,22.0,0.24,0.0,0.0
20220460436104,GS곤드레볶음,88.0,5.0,2.1,12.0,0.58,472.0,22.0,0.0,0.0,0.0
2022048119450,(신푸)모닝빵,315.0,8.0,9.0,50.0,10.0,510.0,2.0,3.8,0.5,0.0
2022049479181,M사브레쿠키,458.0,5.25,20.0,62.0,22.0,230.0,27.96,10.18,0.16,0.0
20220494803327,A코르네파이(반제),171.0,3.0,11.2,14.0,3.0,116.0,10.0,5.6,0.0,0.0
20220495001183,1조 파라바이오틱스,116.0,1.67,0.79,25.45,13.82,115.0,0.0,0.19,0.0,0.0
20220495001212,HMYH코코아정,262.0,13.25,2.52,45.9,15.33,100.0,14.55,1.48,0.0,0.0
20220495001215,HMYH 녹여먹는 샤인머스캣,400.0,0.66,0.68,98.01,2.84,4.0,0.0,0.17,0.0,0.0
2022049705396,100 % 유기농 레몬즙,13.0,0.3,0.16,2.55,0.55,2.0,0.0,0.0,0.0,0.0
20220497104218,32겹 후레쉬번,367.0,8.0,15.0,50.0,14.0,260.0,10.0,6.0,0.0,0.0
20220497104361,32겹브레드용냉동반죽,263.0,7.0,7.0,43.0,16.0,240.0,0.0,0.6,0.0,0.0
20220505149112,(성말)블루베리크림치즈스콘,421.0,8.0,20.0,52.0,15.0,421.0,45.0,12.0,0.8,0.0
20220505149114,(성말)모카번스콘,434.0,7.0,20.0,56.0,19.0,351.0,46.0,12.0,0.6,0.0
20220505149125,(성말)라즈베리크림치즈스콘,424.0,8.0,20.0,52.0,16.0,421.0,45.0,12.0,0.8,0.0
20220505149126,(성말)올리브치즈스콘,375.0,8.0,18.0,45.0,1.0,444.0,45.0,9.0,0.6,0.0
20220505149127,(성말)얼그레이레몬,441.0,6.0,16.0,69.0,19.0,323.0,31.0,8.0,0.7,0.0
20220505149128,(성말)에그타르콘,403.0,6.0,21.0,48.0,5.0,291.0,143.0,12.0,0.5,0.0
20220505149129,(성말)페퍼로니콘,351.0,12.0,17.0,38.0,3.0,493.0,47.0,7.0,0.5,0.0
20220505149130,(성말)콩고물쑥떡스콘,398.0,9.0,15.0,57.0,10.0,404.0,29.0,8.0,0.5,0.0
20220505149131,(성말)카라멜버터스콘,497.0,7.0,26.0,59.0,5.0,335.0,32.0,12.0,0.9,0.0
20220505149132,(성말)맘모스스콘,349.0,5.71,15.0,47.86,14.29,299.0,34.29,7.86,0.5,0.0
20220505149133,(성말)얼그레이가나슈스콘,445.0,6.43,27.14,43.57,16.43,309.0,40.72,18.57,0.79,0.0
20220505149134,(성말)말초코스콘,436.0,5.71,26.43,44.29,17.14,306.0,35.0,17.86,0.71,0.0
20220505149135,(성말)딸기가나슈스콘,385.0,5.83,20.83,43.33,11.67,343.0,33.33,12.5,0.67,0.0
20220505149136,(성말)얼그레이스콘,436.0,7.78,17.78,62.22,12.22,441.0,34.44,8.89,0.67,0.0
20220505149148,(정희)잣두부티라미수,381.0,5.0,29.0,25.0,6.0,63.0,107.0,19.0,0.3,0.0
20220505149149,(정희)잣두부홀케이크,376.0,5.5,26.51,28.84,8.0,178.0,61.51,17.34,0.27,0.0
20220514441132,CS 레인보우케이크,308.0,3.0,17.0,36.0,14.0,86.0,133.0,8.0,0.0,0.0
20220514509167,MBP 파워 콘드로이친 1400,382.0,3.12,0.58,90.97,5.18,131.0,3.75,0.1,0.0,0.0
20220514509199,Dr.Boss 콘드로이친 1200,439.0,4.5,16.72,67.86,20.2,744.0,1.83,1.53,0.06,0.0
20220514509241,DH모유 로얄제리 양태반,199.0,8.25,0.84,39.54,35.5,40.0,37.22,0.61,0.0,0.0
20220514509249,L-류신 산양단백맥스,372.0,31.93,0.5,59.84,50.35,52.0,15.67,0.26,0.02,0.0
20220514509288,MAX 프리미엄정 콘드로이친 1200,435.0,2.04,11.31,81.13,14.83,156.0,1.63,1.44,0.06,0.0
20220514509297,MBP 유단백 추출물 정 +,381.0,29.23,0.97,63.87,25.51,100.0,27.79,0.2,0.01,0.0
20220520237115,MBP 유단백추출물 365,369.0,36.11,2.08,51.39,26.39,351.0,25.0,0.83,0.0,0.0
20220520237138,100담은 아누카사과추출 정,384.0,3.0,1.3,90.0,23.0,62.0,0.0,0.9,0.0,0.0
20220520237195,MBP 유단백추출물 정,403.0,30.0,7.0,54.0,27.0,442.0,17.0,1.9,0.0,0.0
2022052028557,(대전큰집칼국수)고기왕만두,205.0,8.0,8.0,24.0,3.0,290.0,10.0,3.0,0.0,0.0
20220520404241,7Doctor's+ 멜라토닌 5mg 함유,367.0,0.0,0.0,93.33,40.0,33.0,0.0,0.0,0.0,0.0
2022052047341,Ms. corea 착한 참기름,896.0,0.58,99.0,0.0,0.0,1.0,0.0,14.7,0.59,0.0
2022052047342,Ms. corea 착한 들기름,828.0,0.0,91.8,0.54,0.0,0.0,0.0,8.25,0.15,0.0
2022052301181,JS 파절임소스,225.0,4.0,2.7,46.0,32.0,2100.0,0.0,0.5,0.0,0.0
2022052301182,JS 초절임소스,105.0,4.0,0.8,21.0,3.0,3340.0,30.0,0.3,0.0,0.0
2022052301183,JR 간장소스,105.0,4.0,0.8,21.0,3.0,3340.0,30.0,0.3,0.0,0.0
2022052329852,79네 전용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2022052329889,(주) 한상 프리미엄 닭강정 전용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
202205411065,DEMITASSE(데미타세) 커피원두 브라질 블랜딩,5.0,0.0,0.5,0.0,0.0,300.0,0.0,0.25,0.25,0.0
202205411066,DEMITASSE(데미타세) 커피원두 에티오피아 블랜딩,5.0,0.25,0.5,0.0,0.0,340.0,0.0,0.25,0.25,0.0
202205411067,DEMITASSE(데미타세) 베트남 로부스타 원두,100.0,1.5,6.0,10.0,10.0,25.0,25.0,5.0,0.0,0.0
202205420055,1458발왕산감자샌드,528.0,8.0,32.0,52.0,0.0,332.0,32.0,19.6,0.0,0.0
202205700183,K-쎌파,5.0,0.1,0.02,1.0,0.35,2.0,0.0,0.0,0.0,0.0
2022061505230,EVER CRISP 콩식용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2022061505231,EVER CRISP 프리미엄 콩식용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2022061505232,EVER CRISP 으뜸 콩식용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2022061505233,EVER CRISP 인원 콩식용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
2022061522326,63RESTAURANT 포기김치,33.0,2.11,0.39,5.21,3.0,550.0,1.21,0.06,0.0,0.0
2022062621424,12가지곡물베이글,277.0,9.31,7.01,44.1,0.51,380.0,10.32,4.87,0.0,0.0
2022062715231,CSC블렌드,4.0,0.2,0.02,0.7,0.7,1.0,0.01,0.01,0.01,0.0
2022062715233,FARI블렌드,4.0,0.2,0.02,0.7,0.7,1.0,0.01,0.01,0.01,0.0
202206570051,100% 순 도토리건면,358.0,1.5,1.25,85.0,0.0,9.0,0.0,0.0,0.38,0.0
2022065700513,100%국산순도토리칼국수,247.0,1.0,0.93,58.79,0.0,4.0,0.0,0.21,0.0,0.0
2022065700514,100%순도토리칼국수,219.0,1.07,1.07,51.0,0.0,10.0,0.0,0.21,0.0,0.0
2022065700515,100% 국산 메밀 순면,243.0,7.3,3.8,44.8,0.5,4.0,0.0,0.1,0.0,0.0
2022065700516,100% 쌀면,243.0,7.29,3.79,44.79,0.5,4.0,0.0,0.07,0.0,0.0
2022065700520,100% 메밀면,236.0,4.2,0.9,52.8,0.6,3.0,0.0,0.3,0.0,0.0
202206570058,100% 국산 순 도토리면,318.0,1.4,1.3,75.1,0.0,10.0,0.0,0.2,0.0,0.0
20220733072104,CLASSIC 토마토스파게티소스,72.0,1.19,1.23,14.01,9.5,770.0,0.0,0.69,0.07,0.0
20220733072110,CLASSIC 양송이수프,71.0,1.38,4.21,6.99,2.6,218.0,3.81,2.41,0.14,0.0
20220733072112,CLASSIC 카레,84.0,5.04,2.58,10.14,3.67,576.0,13.12,1.19,0.01,0.0
20220733072113,CLASSIC 짜장,100.0,5.35,3.23,12.41,6.17,653.0,10.89,1.02,0.02,0.0
20220733072117,CLASSIC 로제스파게티소스,115.0,2.72,6.91,10.42,9.17,622.0,17.34,3.64,0.2,0.0
2022073307212,LB수,26.0,0.26,0.06,6.22,5.9,7.0,0.0,0.0,0.0,0.0
2022073307213,LGP수,28.0,0.28,0.33,5.89,5.87,8.0,0.0,0.0,0.0,0.0
2022074513720,I'm 고구마칩 오리지널,505.0,5.43,23.61,67.7,8.66,27.0,0.0,5.42,0.03,0.0
