report_no,name,energy,protein,fat,carbohydrate,sugars,sodium,cholesterol,saturated_fat,trans_fat,dietary_fiber
19660402003155,N 유어스 먹태쌀칩 청양마요맛,556.0,7.0,35.0,54.0,3.0,650.0,6.0,16.0,0.0,0.0
196900860031025,LOTTE 목캔디 허브민트,387.0,0.0,0.0,96.35,75.91,0.0,0.0,0.0,0.0,0.0
196900860031234,ABC초코쿠키,530.0,6.9,30.0,60.0,34.0,190.0,10.0,16.0,0.0,0.0
196900860031244,ABC초코쿠키 쿠키앤크림,547.0,6.25,31.25,59.38,34.38,281.0,15.63,15.63,0.0,0.0
196900860031254,ABC초코쿠키 꿀고구마,538.0,6.77,30.77,58.46,43.08,277.0,15.38,18.46,0.0,0.0
196900860031264,ABC초코쿠키 스트로베리&초코,557.0,7.29,32.92,57.81,32.45,234.0,15.86,19.08,0.17,0.0
196900860031328,ABC초코쿠키 핑크베리,540.0,7.0,30.0,60.0,34.0,270.0,20.0,17.0,0.0,0.0
196903640041629,1am 바로먹는 알뜰 곤약면 매콤비빔,53.0,0.5,0.0,12.5,5.5,320.0,0.0,0.0,0.0,0.0
196903640041631,1am 바로먹는 알뜰 곤약면 메밀소바,29.0,0.71,0.0,6.43,2.86,496.0,0.0,0.0,0.0,0.0
196903640041632,1am 바로먹는 알뜰 곤약면 물냉면,21.0,0.25,0.0,5.0,1.43,379.0,0.0,0.0,0.0,0.0
196903640041633,1am 바로먹는 알뜰 곤약면 가쓰오우동,14.0,0.25,0.0,3.21,0.71,443.0,0.0,0.0,0.0,0.0
196903640042010,130직화간짜장,92.0,3.89,3.89,10.56,5.0,572.0,8.33,0.67,0.0,0.0
19700144004703,6년근 홍삼젤리,357.0,0.0,0.0,85.72,57.14,43.0,0.0,0.0,0.0,0.0
197102750034486,24시간 숙성한 국산꿀필링 미니꿀호떡,283.0,4.17,4.17,57.29,27.6,245.0,0.0,1.72,0.0,0.0
197102750034814,DIY미니케익,327.0,5.0,20.0,29.17,25.0,158.0,125.0,10.83,0.0,0.0
197102750035027,56시간 저온숙성 熟 익을[숙] 탕종찰숙식빵,266.0,6.0,6.0,47.0,9.0,480.0,5.0,2.4,0.0,0.0
197102750035421,3.5미니츄러스,173.0,3.7,0.7,38.0,3.0,590.0,5.0,0.5,0.0,0.0
197102750035432,BK)플레인베이글,227.0,6.09,2.36,45.45,1.82,491.0,4.55,0.27,0.0,0.0
197102750035433,BK)어니언베이글,232.0,6.18,2.36,46.36,2.73,491.0,0.0,0.27,0.0,0.0
197102750035434,BK)블루베리베이글,243.0,5.82,2.55,49.09,7.27,473.0,0.0,0.36,0.0,0.0
197102750035435,BK)곡물베이글,269.0,7.18,6.55,45.45,2.73,455.0,0.0,0.73,0.0,0.0
197102750035465,KFC징거번스,279.0,7.36,6.04,49.06,7.55,283.0,9.43,2.64,0.0,0.0
197102750035479,(조각케익)우유생크림,310.0,3.38,21.25,26.25,16.25,106.0,87.5,13.75,0.38,0.0
197102750035527,MEM쵸 치즈크림빵,385.0,4.88,19.51,47.56,19.51,305.0,36.59,9.76,0.0,0.0
197102750035536,MINI 바나나 보름달,393.0,4.44,20.0,48.89,35.56,178.0,200.0,6.44,0.22,0.0
197102750035544,192겹 바삭초코크림파이,406.0,4.41,23.53,44.12,13.24,265.0,7.35,14.71,0.0,0.0
197102750035640,Mini모찌생크림빵 우유,325.0,5.0,18.33,35.0,8.33,167.0,25.0,13.33,0.33,0.0
197102750035643,Mini모찌생크림빵 초코,330.0,5.0,16.67,40.0,13.33,217.0,16.67,11.67,0.0,0.0
197102750035665,4-6-3 카라멜땅콩 베이스샌드,323.0,6.25,12.5,46.25,11.25,525.0,2.5,6.0,0.0,0.0
197102750035676,EASYBUY 브라운브레드,273.0,6.67,4.5,51.67,8.33,467.0,0.0,2.17,0.0,0.0
197102750035677,EASYBUY 모닝롤,298.0,6.0,6.0,55.0,17.0,410.0,2.0,2.4,0.0,0.0
197102750035695,6가지 곡물단팥빵,269.0,7.62,4.0,50.48,11.43,171.0,1.91,1.62,0.0,0.0
197102750035702,AOP 버터 크루아상 냉동생지,390.0,8.57,24.29,34.29,5.71,386.0,71.43,14.29,0.43,0.0
19710487002129,4가지치즈불닭볶음면,397.0,12.41,11.72,60.0,8.97,1234.0,3.45,5.52,0.0,0.0
19720275004136,7곡딸기롤과자,560.0,11.0,33.0,55.0,9.0,115.0,5.0,10.0,0.3,0.0
19720275004189,21곡 초코롤,513.0,7.5,25.0,63.75,30.0,69.0,12.5,11.25,0.0,0.0
19720275004360,BT21 크리스피 곡물 오리지널,605.0,4.2,43.9,48.3,14.0,188.0,11.6,22.4,0.0,0.0
19720275004361,BT21 크리스피 곡물 인절미맛,594.0,3.96,41.26,51.59,20.23,80.0,26.14,18.56,0.0,0.0
19720275004366,21곡 크리스피 에그롤,598.0,3.43,43.0,49.21,12.75,185.0,11.83,18.87,0.05,0.0
1972027500475,21곡 크림치즈롤,569.0,10.0,37.5,47.5,18.75,175.0,62.5,16.25,0.38,0.0
197202880023894,LIGHT&JOY 당을 줄인 청송사과쨈,230.0,0.0,0.0,57.0,36.0,5.0,0.0,0.0,0.0,0.0
197202880023895,Light Sugar 딸기쨈(조흥),225.0,0.0,0.0,56.0,42.0,5.0,0.0,0.0,0.0,0.0
197202880023896,Light Sugar 사과쨈(조흥),230.0,0.0,0.0,57.0,36.0,5.0,0.0,0.0,0.0,0.0
197202880024845,LIGHT&JOY 1/2 하프케챂,78.0,2.22,0.0,17.78,10.0,478.0,0.0,0.0,0.0,0.0
19720347002225,BBQ 황금올리브치킨제품전용튀김유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
19720347002249,1000아일랜드드레싱,265.0,1.0,21.0,18.0,11.0,755.0,13.0,3.6,0.0,0.0
1972044900264,100년나무 통밀이 들어간 가루미 호두과자용 반죽,300.0,6.0,12.0,45.0,20.0,150.0,50.0,3.0,0.0,0.0
1972044900266,100년나무 통밀이 들어간 가루미 호두과자,275.0,6.0,5.0,51.0,26.0,85.0,15.0,1.1,0.0,0.0
1972044900267,100년나무 통밀이 들어간 가루미 백앙금 호두과자,275.0,6.0,4.6,52.0,26.0,65.0,10.0,1.0,0.0,0.0
1972044900268,100년나무 순우리 가루쌀 호두과자,275.0,6.0,5.0,51.0,26.0,85.0,15.0,1.1,0.0,0.0
1972044900269,100년나무 순우리 가루미 백앙금 호두과자,275.0,6.0,4.6,52.0,26.0,65.0,10.0,1.0,0.0,0.0
1972044900270,100년나무 호두과자 (냉동),275.0,6.0,5.0,51.0,26.0,85.0,15.0,1.1,0.0,0.0
1972044900271,100년나무 우리밀 백앙금 호두과자 (냉동),275.0,6.0,4.6,52.0,26.0,65.0,10.0,1.0,0.0,0.0
197304430031557,(뉴)다크코팅초코-NSP,470.0,3.0,49.0,5.0,0.0,0.0,0.0,33.0,0.5,0.0
19730618007174,DPF을지로골뱅이,70.0,10.0,0.0,8.0,5.0,520.0,30.0,0.0,0.0,0.0
19730618007175,DPF골뱅이,70.0,10.0,0.0,8.0,5.0,520.0,30.0,0.0,0.0,0.0
19730619001253,LIGHT&JOY 저당 컵누들 불닭맛,310.0,2.38,3.1,66.67,4.76,1595.0,0.0,0.0,0.0,0.0
19730619001402,MSC살코기참치,183.0,23.0,10.0,0.15,0.1,471.0,42.25,1.95,0.03,0.0
19740360009103,100% 제주 순 메밀면,254.0,8.0,1.33,52.0,0.4,3.0,0.0,0.27,0.0,0.0
19750202004128,Maxim 아이스 스위트 블랙 커피믹스,333.0,0.0,0.0,93.33,83.33,67.0,0.0,0.0,0.0,0.0
19750202004131,Maxim 카페 카라멜향 마키아또,462.0,0.0,16.92,76.92,47.69,92.0,0.0,16.92,0.0,0.0
19750202004132,Maxim 카페 모카라떼,455.0,3.79,16.67,75.76,43.94,227.0,0.0,16.67,0.0,0.0
19750202004137,Maxim 아라비카 100 커피믹스,424.0,0.0,11.02,76.27,50.85,42.0,0.0,11.02,0.0,0.0
19750202004162,Maxim 화이트골드 커피믹스,427.0,0.0,11.97,76.92,48.72,43.0,0.0,11.97,0.0,0.0
19750202004165,Maxim 디카페인 커피믹스,424.0,0.0,11.86,76.27,54.24,119.0,0.0,11.86,0.0,0.0
19750202004185,Maxim 카페 카푸치노 바닐라,462.0,0.0,15.38,76.92,42.31,77.0,0.0,15.38,0.0,0.0
19750202004186,Maxim 카페 카푸치노 헤이즐넛향,462.0,0.0,15.38,76.92,42.31,77.0,0.0,15.38,0.0,0.0
19750202004256,Maxim 모카골드 심플라떼,476.0,4.76,22.86,66.67,26.67,229.0,0.0,22.86,0.0,0.0
19750202004296,Maxim 카누 민트초코 라떼,462.0,2.89,16.76,75.14,52.6,145.0,0.0,15.61,0.0,0.0
19750202004322,Maxim 모카골드 제로슈거 커피믹스,261.0,0.0,17.39,78.26,0.0,217.0,0.0,17.39,0.0,0.0
1975020200496,Maxim 아이스 커피믹스,408.0,0.0,7.69,84.62,61.54,46.0,0.0,1.54,0.0,0.0
1975020200498,Maxim 모카골드 마일드 커피믹스,417.0,0.0,13.33,75.0,50.0,83.0,0.0,13.33,0.0,0.0
19760263004132,Denmark 테이크얼라이브 스위티자몽,46.0,0.0,0.56,10.4,8.8,44.0,0.0,0.0,0.0,0.8
19760263004133,Denmark 테이크얼라이브 망고,46.0,0.0,0.72,10.4,8.8,44.0,0.0,0.0,0.0,0.8
19760263004134,Denmark 테이크얼라이브 블러드오렌지,50.0,0.4,0.64,10.8,8.8,44.0,0.0,0.0,0.0,0.8
19760263004135,Denmark 테이크얼라이브 머스캣청포도,44.0,0.0,0.4,10.4,8.8,44.0,0.0,0.0,0.0,0.8
19760263004141,7-SELECT 아메리카노,3.0,0.0,0.17,0.5,0.0,43.0,0.0,0.0,0.0,0.0
19760263004142,7-SELECT 바닐라라떼,73.0,1.5,3.0,10.0,10.0,78.0,6.67,1.6,0.0,0.0
19760263004143,7-SELECT 카페모카,73.0,1.67,3.0,10.0,10.0,83.0,6.67,1.27,0.0,0.0
19760263004144,7-SELECT 카페라떼,77.0,1.83,3.33,10.0,10.0,83.0,6.67,1.53,0.0,0.0
19760263004145,7-SELECT 카라멜마끼아또,73.0,1.67,3.0,10.0,10.0,83.0,6.67,1.27,0.0,0.0
19760487005198,Market O 다쿠아즈,432.0,9.09,19.55,54.55,50.0,182.0,2.27,5.91,0.0,0.0
19760487005300,Market O 다쿠아즈 레드베리,438.0,8.33,20.83,54.17,41.67,208.0,0.0,7.08,0.0,0.0
1976052300199,JL 더바삭한 전용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
19780368002251,LOTTE비타파워,22.0,0.0,0.0,5.56,5.56,14.0,0.0,0.0,0.0,0.0
19780614009598,ABC 피넛버터,575.0,9.0,38.0,49.0,47.0,150.0,1.8,22.0,0.17,0.0
19790190025122,100% 통들깨 들기름,830.0,0.0,92.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
197901900252,100% 통참깨 참기름,830.0,0.0,92.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
1979019002564,2배 바삭 콩기름,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
197902570011013,GENU 크리머,551.0,2.31,35.45,55.65,4.64,624.0,1.2,33.75,0.07,0.0
19800190030358,GFFG 전용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
19800190030359,2배 바삭 프리미엄 콩기름,900.0,0.0,100.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
19800347002199,1000아일랜드드레싱,490.0,1.0,49.0,12.0,10.0,690.0,20.0,7.0,0.5,0.0
19800415004260,815콜라,46.0,0.0,0.0,11.5,11.0,3.0,0.0,0.0,0.0,0.0
19800415004269,815사이다,45.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0
19800415004389,815콜라 제로,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
19800415004507,1945 레몬콜라,0.0,0.0,0.0,0.09,0.0,7.0,0.0,0.0,0.0,0.0
19800415004508,1945 라임사이다,1.0,0.0,0.0,0.26,0.0,1.0,0.0,0.0,0.0,0.0
19800493005173,800 튜브 초코,112.0,0.8,2.0,22.4,17.6,35.0,0.0,0.32,0.0,0.0
19800493005174,800 튜브 콜라,84.0,0.0,0.0,20.8,18.4,30.0,0.0,0.0,0.0,0.0
19810308046257,LUCK+ COFFEE 카페라떼,60.0,1.0,2.0,9.6,7.6,52.0,0.8,1.8,0.0,0.0
19810308046258,LUCK+ COFFEE 바닐라라떼,64.0,0.8,2.0,10.8,8.4,52.0,0.8,1.8,0.0,0.0
19810336006111,CW청우 오징어땅콩,472.0,8.89,18.89,66.67,18.89,322.0,5.56,5.56,0.0,0.0
19810336006127,CW청우 불닭오징어땅콩,483.0,8.89,21.11,63.33,16.67,433.0,7.78,6.67,0.0,0.0
19820144026591,79꼬치어묵,217.0,10.5,5.8,30.7,2.2,674.0,10.9,1.4,0.0,0.0
1982060700488,MELONA 메로나 코코넛맛,171.0,0.0,4.86,31.43,20.0,26.0,0.0,4.14,0.0,0.0
198301900201027,GNB와플믹스,435.0,8.0,15.0,67.0,10.0,460.0,0.0,4.7,0.0,0.0
198301900201029,MOCHINUT HOT DOG MIXED POWDER,380.0,7.0,2.5,82.0,25.0,390.0,2.2,1.0,0.0,0.0
198301900201033,GF 슈크림믹스,396.0,0.0,4.0,90.0,50.0,160.0,0.0,0.0,2.0,0.0
198301900201183,HS전용분,360.0,9.0,1.2,78.0,0.0,0.0,0.0,0.0,0.0,0.0
198301900201211,55츄로 믹스,350.0,7.0,1.1,78.0,5.0,520.0,0.0,0.0,0.0,0.0
198301900201242,GOMPYO 熊匠 1,360.0,12.0,1.4,75.0,0.0,0.0,0.0,0.0,0.0,0.0
19830190020935,HANARO굿 핫케익믹스,390.0,7.0,5.9,78.0,23.0,500.0,0.0,0.9,0.0,0.0
19830358021760,HANARO굿 더 한끼라면 순한맛,429.0,10.48,12.38,68.57,2.86,1600.0,0.0,6.67,0.0,0.0
19830358021761,HANARO굿 더 한끼라면 매운맛,429.0,10.48,12.38,68.57,2.86,1591.0,0.0,6.67,0.0,0.0
19830415001212,NEW 칸츄리콘 콘버터맛,517.0,3.33,30.0,60.0,6.67,600.0,0.0,10.33,0.0,0.0
19830464033561,LIGHT&JOY 당을줄인 유자차,51.0,0.0,0.0,12.8,8.4,11.0,0.0,0.0,0.0,0.0
19830464033562,LIGHT&JOY 당을줄인 생강차,50.0,0.0,0.0,12.4,8.8,6.0,0.0,0.0,0.0,0.0
19830614003133,Jinju 천하장사 오리지날,120.0,6.67,4.67,13.33,4.67,700.0,33.33,0.0,0.0,0.0
19830614003152,Jinju 천하장사 치즈,150.0,7.14,7.14,14.29,7.14,679.0,35.71,1.79,0.0,0.0
19830614003162,Jinju 천하장사 콰트로치즈,152.0,8.0,7.0,15.0,10.0,700.0,45.0,1.5,0.0,0.0
19830614003165,Jinju 진주햄 천하스틱 오리지날,121.0,8.0,5.0,11.0,6.0,810.0,45.0,1.3,0.0,0.0
19830614003166,Jinju 천하장사 오리지날 고단백,137.0,11.0,4.5,12.0,6.0,810.0,40.0,2.0,0.0,0.0
19830614003171,Jinju 천하스틱 치즈,151.0,8.0,7.0,14.0,9.0,740.0,45.0,1.6,0.0,0.0
19830614003200,Jinju 옛날소세지,105.0,4.0,0.6,21.0,3.0,810.0,5.0,0.2,0.0,0.0
1984022101084,LOTTE칠성사이다,47.0,0.0,0.0,11.67,11.33,2.0,0.0,0.0,0.0,0.0
198402880181922,MY FIRST 처음 만나는 식빵,283.0,9.43,5.66,49.06,9.43,434.0,28.3,3.96,0.0,0.0
198402880181931,MY FIRST 처음 만나는 모닝롤,292.0,8.33,6.67,50.0,12.5,396.0,20.83,4.17,0.0,0.0
198402880181987,MY FIRST 우리팥 한입 단팥빵,250.0,6.67,2.67,50.0,13.33,217.0,8.33,1.83,0.0,0.0
198402880182023,MY FIRST 처음 만나는 카스텔라,311.0,6.84,10.0,48.42,34.74,58.0,207.89,4.74,0.18,0.0
198402880182052,1984 신라명과 탕종식빵,257.0,7.86,5.71,43.57,5.71,371.0,21.43,3.57,0.12,0.0
198402880182057,2CM쌀식빵,280.0,9.0,6.0,48.0,5.0,480.0,0.0,2.6,0.0,0.0
1985031100113820,JL유린기소스,158.0,4.0,12.0,6.0,4.0,778.0,22.0,5.8,0.0,0.0
1985031100114050,F해물짬뽕소스,147.0,5.2,7.09,15.67,5.39,544.0,7.64,2.73,0.0,0.0
1985031100114190,LALA 레드마요소스,70.0,0.8,0.44,16.0,14.4,715.0,0.0,0.0,0.0,0.0
1985031100114460,(헝그리부처)맥앤치즈소스,400.0,10.0,6.0,70.0,40.0,490.0,0.0,0.0,0.0,0.0
1985031100114510,JD 양념치킨소스,444.0,1.0,42.2,15.15,10.7,437.0,20.95,10.3,0.3,0.0
1985031100114590,BMC화이트소스,145.0,1.0,0.0,35.25,11.25,660.0,0.0,0.0,0.0,0.0
1985031100115310,MF닭꼬치용 데리야끼소스,155.0,5.0,2.1,29.0,16.0,2636.0,0.0,0.0,0.0,0.0
1985031100115470,HK갈비소스,118.0,2.5,0.0,25.0,2.5,4715.0,0.0,0.0,0.0,0.0
1985031100115490,HK옥수수크림떡볶이소스,107.0,0.0,0.0,23.33,23.33,1290.0,0.0,0.0,0.0,0.0
1985031100115520,JL파전용파우더,32.0,2.67,0.5,4.0,0.33,373.0,7.33,0.0,0.0,0.0
1985031100115560,BUZZA짜장떡볶이분말,157.0,2.0,12.5,9.0,4.0,330.0,0.0,0.0,0.0,0.0
198504330151975,BNK 파이시트,460.0,8.0,26.0,48.0,0.0,360.0,15.0,1.9,0.0,0.0
198504330152122,HANARO 뻥이요 골드,450.0,5.0,12.0,81.0,29.0,85.0,3.0,4.7,0.0,0.0
198504330152123,HANARO 뻥이요 허니,500.0,5.0,21.0,73.0,31.0,150.0,6.0,8.0,0.3,0.0
198504330152172,3rd. Bakery 갈릭파이,392.0,7.0,22.0,42.0,2.0,251.0,19.0,8.0,0.0,0.0
198504330152173,3rd. Bakery 미니소세지롤,326.0,11.0,21.0,24.0,0.0,475.0,19.0,7.0,0.0,0.0
198504330152174,3rd. Bakery AOP뺑오쇼콜라,393.0,7.0,23.0,38.0,1.0,306.0,62.0,12.0,0.0,0.0
198504330152175,3rd. Bakery 미니크루아상골드,330.0,8.0,16.0,40.0,0.0,420.0,18.0,9.0,0.0,0.0
198504330152206,DD)이즈니버터크로와상60g,341.0,6.0,17.0,41.0,5.0,317.0,45.0,12.0,0.4,0.0
198504330152450,E/T 페스츄리시트,343.0,6.0,19.0,39.0,6.0,358.0,17.0,1.4,0.0,0.0
198504330152509,GS 사각파이(대) 냉동생지,338.0,5.78,19.33,35.77,0.0,288.0,13.55,1.33,0.04,0.0
198504330152550,HB)크로와상,330.0,5.38,16.13,40.86,5.38,494.0,0.0,0.0,0.0,0.0
198504330152568,CU)클래식크루아상,328.0,6.0,16.0,40.0,5.0,398.0,0.0,0.1,0.0,0.0
198504330152572,8치즈블렌딩 스윗허니 치즈피자,234.0,11.28,7.12,31.45,3.86,365.0,13.35,3.56,0.3,0.0
198504330152591,AOP소금빵 냉동생지,317.0,7.14,14.29,40.0,4.29,360.0,38.57,10.0,0.29,0.0
1985044900195,36 아몬드 (오리지널),25.0,0.68,1.58,2.0,1.79,55.0,0.0,0.0,0.0,0.0
1985044900196,36 아몬드 (언스위트),19.0,0.89,1.58,0.32,0.0,55.0,0.0,0.0,0.0,0.0
19850614015130,100% 땅콩버터 스무스,648.0,22.0,50.9,22.2,5.8,2.0,0.0,7.2,0.0,0.0
19850614015131,100% 땅콩버터 크런치,617.0,27.5,45.8,23.7,6.8,6.0,0.0,7.3,0.0,0.0
19850614015132,100% 아몬드스프레드 스무스,629.0,25.1,48.8,22.3,3.9,4.0,0.0,3.9,0.0,0.0
198506140552196,CAFE MORE 레몬녹차,34.0,0.0,0.0,8.53,8.53,10.0,0.0,0.0,0.0,0.0
198603090181235,LIGHT&JOY 당을줄인 핫케이크믹스,400.0,7.0,8.0,75.0,12.0,730.0,0.0,5.0,0.0,0.0
19860309018840,MAC&CHEESE 스파게티,327.0,7.69,13.08,44.62,6.15,1069.0,2.31,6.15,0.0,0.0
19860309018843,MAC&TOMATO 스파게티,297.0,6.06,9.09,47.88,7.27,697.0,2.42,4.24,0.0,0.0
19860309018992,Homeplus signature 라면사리,459.0,8.18,18.18,65.45,0.91,509.0,0.0,9.09,0.0,0.0
19860309018997,Gamer'z cup 힐러 고기짬뽕,310.0,8.97,11.03,46.9,2.76,1166.0,10.34,4.83,0.0,0.0
19860332051318,FINUTE 초코콘,570.0,5.02,36.44,55.55,25.41,104.0,2.83,20.51,0.14,0.0
19860332051370,Halos Choco Ring (할로스 초코링),535.0,5.34,29.25,62.7,25.73,106.0,2.85,28.31,0.0,0.0
19860347002662,DimsumGuys 생면,275.0,8.0,0.6,59.0,2.0,590.0,0.0,0.0,0.0,0.0
19860347002671,6번 밀어 더 쫄깃한 생칼국수,264.0,6.19,1.46,56.42,2.23,400.0,0.0,0.22,0.0,0.0
19860364014183,60계 고급전용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
19860364014231,37.5 전용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
1986037002272,8곡 연양갱,273.0,3.64,0.0,69.09,45.45,2.0,0.0,0.0,0.0,0.0
1986037205083,(봉평촌) 메밀막국수,345.0,9.0,0.8,75.0,2.0,1440.0,0.0,0.4,0.0,0.0
19860395013121,100% 유기농 야채농장 ABC / 실온,50.0,0.5,0.0,12.0,10.0,48.0,0.0,0.0,0.0,0.0
19860395013123,100% 유기농 야채농장 ABC / 냉장,50.0,0.35,0.0,12.0,10.0,48.0,0.0,0.0,0.0,0.0
198604350131465,EVERYDAZE 애플사이다비니거 크런치,383.0,0.4,0.89,93.47,0.66,23.0,0.0,0.74,0.0,0.0
1986052001284,10리터 우유빙수,52.0,0.0,1.3,10.0,10.0,25.0,0.0,1.3,0.0,0.0
1986058904379,Maxim 슈프림골드 커피믹스,429.0,5.0,14.29,71.43,50.0,250.0,0.0,14.29,0.0,0.0
1986058904385,Maxim 모카골드 제로슈거 커피믹스,261.0,0.0,17.39,78.26,0.0,217.0,0.0,17.39,0.0,0.0
19870144115258,2017 백명란,96.0,19.0,1.8,1.0,0.0,2048.0,221.0,0.6,0.0,0.0
19870144115259,1977 코리아명란,110.0,18.26,2.96,2.61,0.0,1993.0,269.58,1.22,0.0,0.0
19870144115260,2008 청주명란,116.0,13.0,0.8,14.0,6.0,1446.0,194.0,0.0,0.0,0.0
19870190051656,CJ한입동그랑땡,225.0,9.0,17.0,9.0,2.0,480.0,25.0,6.0,0.0,0.0
19870190051668,CJ육즙+왕교자,210.0,7.0,11.0,21.0,3.0,420.0,10.0,3.5,0.0,0.0
19870190051672,CJ차돌김치왕교자,175.0,7.0,7.0,21.0,3.0,400.0,10.0,2.2,0.0,0.0
19870358015937,DOD 직화우동 버너 세트,134.0,1.41,1.46,28.64,1.88,995.0,0.0,0.0,0.0,0.0
19870364014270,4호번스,286.0,9.0,6.0,50.0,7.0,438.0,0.0,0.0,0.0,0.0
19870364014380,KIRIN버터미니크로와상,355.0,6.5,19.0,39.0,6.0,315.0,27.5,15.0,0.45,0.0
19870364014413,1500식빵,285.0,8.0,4.4,53.0,6.0,520.0,5.0,2.2,0.0,0.0
19870364014582,38%애플잼파이,386.0,4.0,18.0,52.0,31.0,460.0,0.0,11.0,0.5,0.0
19870364014616,Ghana Dessert house 헤이즐넛 케이크,496.0,6.25,31.25,47.5,38.75,375.0,100.0,17.5,0.63,0.0
19870364014617,Ghana Dessert house 쇼콜라 케이크,496.0,6.25,31.25,47.5,38.75,363.0,100.0,18.75,0.63,0.0
19870364014618,Ghana Dessert house 쇼콜라 카스테라,337.0,6.67,7.5,60.83,47.5,200.0,216.66,1.92,0.0,0.0
19870368045209,25곡 미니크리스피롤(크림스프맛),605.0,2.4,43.75,51.13,9.31,79.0,9.61,7.25,0.21,0.0
19870461068157,C콘？ 골드,523.0,6.0,27.0,64.0,2.0,780.0,5.0,10.0,0.0,0.0
19870533003237,DRIED 백진미 오징어,295.0,34.0,0.6,38.0,15.0,1560.0,185.0,0.0,0.0,0.0
19880231012300,50초 완성 냉면사리,230.0,6.5,1.05,49.0,0.0,400.0,0.0,0.0,0.0,0.0
198802750016996,2025 해치뉴이어 케이크,395.0,5.0,28.0,35.0,24.0,140.0,75.0,12.0,0.16,0.0
198802750017074,B레인보우케이크(2호),315.0,4.0,20.0,30.0,18.0,130.0,95.0,8.0,0.0,0.0
198802750017075,B클래식치즈케이크(2호),295.0,6.0,20.0,25.0,21.0,200.0,130.0,9.0,0.5,0.0
19880311002494,100% 우리쌀 사각어묵,162.0,10.05,4.0,21.38,4.05,897.0,14.13,0.8,0.05,0.0
19880311002495,100% 우리쌀 어묵면볶이,190.0,7.25,2.87,33.71,10.06,1234.0,7.0,0.42,0.01,0.0
19880311002496,100% 우리쌀 떡어묵볶이,186.0,6.97,2.55,33.91,7.97,1137.0,7.62,0.38,0.02,0.0
19880311002497,100% 우리쌀 모둠어묵탕,162.0,8.83,2.91,25.04,4.19,1354.0,9.12,0.53,0.05,0.0
19880311002506,8가지 풍성한 어묵탕 850g,160.0,9.99,3.49,22.06,2.72,1338.0,17.11,0.3,0.0,0.0
19880311002507,8가지 풍성한 어묵탕 527g,155.0,9.85,3.08,21.89,2.32,1752.0,8.62,0.29,0.0,0.0
19880311002512,60계용 볼어묵,190.0,7.52,4.89,28.86,1.85,602.0,6.63,0.87,0.0,0.0
19880355033709,100%엑스트라버진아보카도오일캡슐,900.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198803720191,6년근 더나은활력홍삼진액골드,56.0,0.2,0.2,13.3,5.7,4.0,0.0,0.0,0.0,0.0
198803720192,6년근 더나은나 활력홍삼진액골드 프리미엄(Premium) 플러스,55.0,0.2,0.2,13.2,12.3,5.0,0.0,0.0,0.0,0.0
198803831272059,4가지치즈불닭볶음면,397.0,12.42,11.73,60.0,8.97,1235.0,3.45,5.52,0.0,0.0
198804450091325,2분조리 국물떡볶이,188.0,3.53,0.53,42.94,8.24,747.0,0.0,0.0,0.0,1.2
19880607021478,HUVA 유기농 컬리케일 데이,357.0,17.86,3.57,64.29,8.93,71.0,0.0,0.0,0.0,0.0
1988062201261,Asvery 유기농 애사비 레몬즙,48.0,0.38,0.05,11.07,1.57,1.0,0.0,0.0,0.0,0.0
198904450141060,EDIYA 소다에이드,61.0,0.0,0.0,15.26,14.74,16.0,0.0,0.0,0.0,0.0
198904450141061,EDIYA 사과에이드,58.0,0.0,0.0,14.74,14.21,0.0,0.0,0.0,0.0,0.0
198904450141062,EDIYA 복숭아에이드,58.0,0.0,0.0,14.74,14.21,0.0,0.0,0.0,0.0,0.0
198904450141090,7-SELECT 복숭아아이스티,30.0,0.0,0.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0
198904450141091,7-SELECT 아메리카노 리얼 블랙,4.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0
198904450141092,7-SELECT 아메리카노 스위트,30.0,0.0,0.0,7.0,6.0,25.0,0.0,0.0,0.0,0.0
198904450141093,7-SELECT 아메리카노 헤이즐넛향,30.0,0.0,0.0,7.0,6.0,20.0,0.0,0.0,0.0,0.0
198904450141130,MEGA PACK 블랙 아메리카노,4.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0
198904450141138,BB LAB 유기농 레몬워터,5.0,0.0,0.0,1.3,0.44,2.0,0.0,0.0,0.0,0.0
